DateTime,PM2_5,Humi,Temp
2018-12-15 02:00,43,1.0,0.0
2018-12-15 03:00,42,2.0,0.0
2018-12-15 04:00,47,0.0,0.0
2018-12-15 05:00,46,-1.0,0.0
2018-12-15 06:00,46,1.0,0.0
2018-12-15 07:00,46,1.0,0.0
2018-12-15 08:00,50,1.0,0.0
2018-12-15 09:00,54,0.0,0.0
2018-12-15 10:00,59,-1.0,0.0
2018-12-15 11:00,59,-1.0,0.0
2018-12-15 12:00,52,-1.0,1.0
2018-12-15 13:00,53,-1.0,0.0
2018-12-15 14:00,52,1.0,0.0
2018-12-15 15:00,58,3.0,0.0
2018-12-15 16:00,59,2.0,0.0
2018-12-15 17:00,73,1.0,0.0
2018-12-15 18:00,80,0.0,0.0
2018-12-15 19:00,81,1.0,0.0
2018-12-15 20:00,70,0.0,0.0
2018-12-15 21:00,59,1.0,0.0
2018-12-15 22:00,59,-1.0,0.0
2018-12-15 23:00,56,0.0,0.0
2018-12-16 00:00,56,0.0,0.0
2018-12-16 01:00,52,0.0,0.0
2018-12-16 02:00,50,0.0,0.0
2018-12-16 03:00,50,1.0,0.0
2018-12-16 04:00,51,0.0,0.0
2018-12-16 05:00,49,0.0,0.0
2018-12-16 06:00,46,-1.0,0.0
2018-12-16 07:00,46,0.0,-1.0
2018-12-16 08:00,46,-2.0,1.0
2018-12-16 09:00,43,-1.0,0.0
2018-12-16 10:00,38,-2.0,0.0
2018-12-16 11:00,27,-2.0,0.0
2018-12-16 12:00,17,-2.0,1.0
2018-12-16 13:00,15,0.0,0.0
2018-12-16 14:00,17,0.0,0.0
2018-12-16 15:00,26,0.0,0.0
2018-12-16 16:00,33,0.0,0.0
2018-12-16 17:00,44,1.0,0.0
2018-12-16 18:00,55,-1.0,0.0
2018-12-16 19:00,50,1.0,0.0
2018-12-16 20:00,49,0.0,-1.0
2018-12-16 21:00,55,1.0,0.0
2018-12-16 22:00,67,6.0,0.0
2018-12-16 23:00,96,6.0,0.0
2018-12-17 00:00,78,-1.0,0.0
2018-12-17 01:00,56,-5.0,0.0
2018-12-17 02:00,66,0.0,0.0
2018-12-17 03:00,53,-2.0,0.0
2018-12-17 04:00,47,-3.0,-1.0
2018-12-17 05:00,48,-2.0,0.0
2018-12-17 06:00,52,1.0,0.0
2018-12-17 07:00,74,1.0,0.0
2018-12-17 08:00,51,-5.0,0.0
2018-12-17 09:00,48,-7.0,1.0
2018-12-17 10:00,46,-4.0,1.0
2018-12-17 11:00,47,-1.0,0.0
2018-12-17 12:00,44,-2.0,1.0
2018-12-17 13:00,46,-1.0,0.0
2018-12-17 14:00,51,-1.0,0.0
2018-12-17 15:00,53,2.0,0.0
2018-12-17 16:00,64,3.0,1.0
2018-12-17 17:00,83,6.0,-1.0
2018-12-17 18:00,81,3.0,0.0
2018-12-17 19:00,90,2.0,0.0
2018-12-17 20:00,93,0.0,0.0
2018-12-17 21:00,104,1.0,0.0
2018-12-17 22:00,136,3.0,-1.0
2018-12-17 23:00,152,2.0,0.0
2018-12-18 00:00,130,0.0,0.0
2018-12-18 01:00,148,-2.0,0.0
2018-12-18 02:00,167,2.0,0.0
2018-12-18 03:00,147,0.0,-1.0
2018-12-18 04:00,139,-1.0,0.0
2018-12-18 05:00,122,1.0,0.0
2018-12-18 06:00,104,0.0,0.0
2018-12-18 07:00,115,3.0,0.0
2018-12-18 08:00,160,5.0,0.0
2018-12-18 09:00,134,-5.0,0.0
2018-12-18 10:00,95,-8.0,1.0
2018-12-18 11:00,72,-7.0,0.0
2018-12-18 12:00,75,-5.0,1.0
2018-12-18 13:00,77,-1.0,0.0
2018-12-18 14:00,85,-1.0,1.0
2018-12-18 15:00,81,2.0,0.0
2018-12-18 16:00,97,1.0,0.0
2018-12-18 17:00,121,6.0,0.0
2018-12-18 18:00,151,6.0,0.0
2018-12-18 19:00,142,2.0,-1.0
2018-12-18 20:00,93,2.0,0.0
2018-12-18 21:00,85,3.0,0.0
2018-12-18 22:00,98,1.0,0.0
2018-12-18 23:00,109,1.0,0.0
2018-12-19 00:00,112,1.0,0.0
2018-12-19 01:00,114,2.0,0.0
2018-12-19 02:00,133,1.0,0.0
2018-12-19 03:00,173,0.0,0.0
2018-12-19 04:00,215,1.0,0.0
2018-12-19 05:00,247,1.0,0.0
2018-12-19 06:00,247,-2.0,-1.0
2018-12-19 07:00,244,0.0,0.0
2018-12-19 08:00,230,0.0,0.0
2018-12-19 09:00,216,-1.0,1.0
2018-12-19 10:00,194,0.0,0.0
2018-12-19 11:00,123,-2.0,1.0
2018-12-19 12:00,72,-5.0,1.0
2018-12-19 13:00,51,-1.0,0.0
2018-12-19 14:00,59,1.0,1.0
2018-12-19 15:00,50,0.0,0.0
2018-12-19 16:00,57,0.0,0.0
2018-12-19 17:00,79,2.0,0.0
2018-12-19 18:00,106,2.0,0.0
2018-12-19 19:00,109,3.0,-1.0
2018-12-19 20:00,104,3.0,0.0
2018-12-19 21:00,90,1.0,0.0
2018-12-19 22:00,88,0.0,0.0
2018-12-19 23:00,106,0.0,0.0
2018-12-20 00:00,118,0.0,0.0
2018-12-20 01:00,108,-1.0,0.0
2018-12-20 02:00,109,0.0,0.0
2018-12-20 03:00,193,-2.0,0.0
2018-12-20 04:00,188,0.0,-1.0
2018-12-20 05:00,184,2.0,0.0
2018-12-20 06:00,171,1.0,0.0
2018-12-20 07:00,157,-1.0,0.0
2018-12-20 08:00,150,-2.0,1.0
2018-12-20 09:00,143,-2.0,0.0
2018-12-20 10:00,83,-1.0,1.0
2018-12-20 11:00,56,0.0,0.0
2018-12-20 12:00,50,0.0,1.0
2018-12-20 13:00,45,-1.0,0.0
2018-12-20 14:00,44,-1.0,0.0
2018-12-20 15:00,46,1.0,1.0
2018-12-20 16:00,60,0.0,0.0
2018-12-20 17:00,81,1.0,0.0
2018-12-20 18:00,122,3.0,-1.0
2018-12-20 19:00,123,3.0,0.0
2018-12-20 20:00,95,0.0,0.0
2018-12-20 21:00,100,0.0,0.0
2018-12-20 22:00,88,1.0,0.0
2018-12-20 23:00,71,1.0,0.0
2018-12-21 00:00,67,0.0,0.0
2018-12-21 01:00,67,0.0,0.0
2018-12-21 02:00,68,1.0,0.0
2018-12-21 03:00,69,0.0,0.0
2018-12-21 04:00,66,0.0,0.0
2018-12-21 05:00,77,0.0,0.0
2018-12-21 06:00,87,0.0,0.0
2018-12-21 07:00,80,0.0,0.0
2018-12-21 08:00,133,-1.0,-1.0
2018-12-21 09:00,140,0.0,1.0
2018-12-21 10:00,135,-1.0,0.0
2018-12-21 11:00,132,-1.0,0.0
2018-12-21 12:00,113,-3.0,1.0
2018-12-21 13:00,110,-2.0,0.0
2018-12-21 14:00,87,-1.0,0.0
2018-12-21 15:00,63,0.0,0.0
2018-12-21 16:00,68,-1.0,1.0
2018-12-21 17:00,91,2.0,-1.0
2018-12-21 18:00,94,2.0,0.0
2018-12-21 19:00,50,3.0,0.0
2018-12-21 20:00,48,0.0,0.0
2018-12-21 21:00,49,1.0,0.0
2018-12-21 22:00,59,0.0,0.0
2018-12-21 23:00,46,0.0,0.0
2018-12-22 00:00,48,1.0,0.0
2018-12-22 01:00,48,0.0,0.0
2018-12-22 02:00,66,0.0,0.0
2018-12-22 03:00,77,1.0,-1.0
2018-12-22 04:00,81,0.0,0.0
2018-12-22 05:00,74,1.0,0.0
2018-12-22 06:00,72,0.0,0.0
2018-12-22 07:00,54,0.0,0.0
2018-12-22 08:00,62,0.0,0.0
2018-12-22 09:00,60,-1.0,1.0
2018-12-22 10:00,75,0.0,0.0
2018-12-22 11:00,106,-1.0,0.0
2018-12-22 12:00,113,0.0,0.0
2018-12-22 13:00,100,-1.0,1.0
2018-12-22 14:00,75,0.0,0.0
2018-12-22 15:00,51,0.0,0.0
2018-12-22 16:00,48,0.0,0.0
2018-12-22 17:00,59,0.0,0.0
2018-12-22 18:00,62,0.0,0.0
2018-12-22 19:00,53,0.0,0.0
2018-12-22 20:00,53,0.0,-1.0
2018-12-22 21:00,57,1.0,0.0
2018-12-22 22:00,54,0.0,0.0
2018-12-22 23:00,50,0.0,0.0
2018-12-23 00:00,48,0.0,0.0
2018-12-23 01:00,53,0.0,0.0
2018-12-23 02:00,49,1.0,-1.0
2018-12-23 03:00,51,-1.0,0.0
2018-12-23 04:00,53,1.0,0.0
2018-12-23 05:00,59,0.0,0.0
2018-12-23 06:00,67,0.0,0.0
2018-12-23 07:00,78,1.0,0.0
2018-12-23 08:00,58,0.0,0.0
2018-12-23 09:00,66,-1.0,0.0
2018-12-23 10:00,136,1.0,0.0
2018-12-23 11:00,140,-1.0,0.0
2018-12-23 12:00,117,-1.0,1.0
2018-12-23 13:00,74,-2.0,0.0
2018-12-23 14:00,65,0.0,0.0
2018-12-23 15:00,66,-1.0,0.0
2018-12-23 16:00,78,1.0,0.0
2018-12-23 17:00,89,1.0,0.0
2018-12-23 18:00,95,0.0,0.0
2018-12-23 19:00,98,0.0,0.0
2018-12-23 20:00,57,-3.0,0.0
2018-12-23 21:00,59,2.0,-1.0
2018-12-23 22:00,54,-2.0,0.0
2018-12-23 23:00,51,-2.0,0.0
2018-12-24 00:00,47,-3.0,0.0
2018-12-24 01:00,49,1.0,-1.0
2018-12-24 02:00,94,-1.0,0.0
2018-12-24 03:00,59,0.0,0.0
2018-12-24 04:00,53,0.0,0.0
2018-12-24 05:00,55,-1.0,0.0
2018-12-24 06:00,58,0.0,0.0
2018-12-24 07:00,58,1.0,-1.0
2018-12-24 08:00,57,-2.0,0.0
2018-12-24 09:00,52,-2.0,1.0
2018-12-24 10:00,55,-2.0,0.0
2018-12-24 11:00,66,0.0,0.0
2018-12-24 12:00,64,1.0,1.0
2018-12-24 13:00,60,0.0,0.0
2018-12-24 14:00,59,0.0,0.0
2018-12-24 15:00,63,-1.0,0.0
2018-12-24 16:00,77,1.0,0.0
2018-12-24 17:00,86,3.0,0.0
2018-12-24 18:00,79,-1.0,0.0
2018-12-24 19:00,63,-1.0,0.0
2018-12-24 20:00,52,2.0,0.0
2018-12-24 21:00,54,2.0,-1.0
2018-12-24 22:00,50,0.0,0.0
2018-12-24 23:00,48,1.0,0.0
2018-12-25 00:00,49,0.0,0.0
2018-12-25 01:00,46,0.0,0.0
2018-12-25 02:00,46,1.0,0.0
2018-12-25 03:00,46,1.0,0.0
2018-12-25 04:00,51,1.0,0.0
2018-12-25 05:00,63,2.0,-1.0
